ID,会社名,所在地,TEL,営業時間,定休日,免許,HP,備考_駐車場,貼貸_住居用,貼貸_事業用,貼貸_土地,貼貸_駐車場,売買_土地,売買_一戸建て,売買_マンション,売買_その他,URL
5431,(有)ジョウゲン開発 売買部,沖縄県宜野湾市普天間 2-49-2,098-892-7156,月ー土 09:30〜18:00営業B,日・祝祭日,沖縄県知事免許(8)第1874号,当社ホームページはこちら,,0,0,0,0,8,0,0,3,https://www.e-uchina.net/fudosan_kaisha/5431
5433,(株)松樹 南風原支店,沖縄県南風原町宮平 140-1,098-888-3300,09:00〜19:00,毎週日曜日・（年末年始・GW・旧盆）,沖縄県知事免許(8)第2709号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,16,10,0,1,https://www.e-uchina.net/fudosan_kaisha/5433
5434,(有)住新,沖縄県沖縄市高原 4-11-36,098-930-6651,09:00〜18:00,土曜日・日曜日・祝祭日,沖縄県知事免許(8)第2010号,当社ホームページはこちら,,0,3,0,0,2,1,0,0,https://www.e-uchina.net/fudosan_kaisha/5434
5438,睦ハウジング,沖縄県那覇市首里儀保町 3-11-1,098-943-6482,10:00〜17:00,土･日･祝祭日,沖縄県知事免許(4)第3652号,当社ホームページはこちら,駐車場/なし,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5438
5440,株式会社ヒガ不動産,沖縄県宜野湾市愛知 3-5-23,098-893-6593,09:00〜18:00,"日曜日,正月",沖縄県知事免許(02)第5063号,当社ホームページはこちら,建物１階が駐車場となります（縦列駐車にてお停めください）駐車場/あり 4台,3,0,0,2,3,5,0,6,https://www.e-uchina.net/fudosan_kaisha/5440
5441,(有)タカラハウジング,沖縄県うるま市赤道 1-4,098-974-5557,09:00〜18:00,日・祝祭日・第5土曜日・年末年始,沖縄県知事免許(5)第3562号,当社ホームページはこちら,駐車場/あり 2台,2,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5441
5442,沖縄ハウスリゾート(株),沖縄県本部町山川 516-2,0980-48-3933,09:00〜17:30 　＊12:00〜13:00は昼休憩時間となっております。,土・日・第２・第４月・祝日・年末年始,沖縄県知事免許(4)第3756号,当社ホームページはこちら,駐車場/あり,9,0,0,0,6,1,0,0,https://www.e-uchina.net/fudosan_kaisha/5442
5445,てぃだ住宅,沖縄県沖縄市大里 2-5-8,098-921-4870,09:00〜18:00,日曜日,沖縄県知事免許(3)第3430号,当社ホームページはこちら,駐車場/あり,1,1,0,1,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5445
5446,LIXIL不動産ショップ オーシャン開発株式会社,沖縄県那覇市国場 671-5,098-851-7200,09:00〜18:00,日・祝祭日,沖縄県知事免許(5)第3642号,当社ホームページはこちら,店舗前2台・店舗裏4台駐車場/あり 6台,2,1,0,0,28,11,3,12,https://www.e-uchina.net/fudosan_kaisha/5446
5447,(株)コーポひまわり,沖縄県那覇市首里石嶺町 4-240-1 コーポひまわりF棟101,098-871-4443,月～金 09:00〜18:00土曜日 09:00〜17:00,日祝祭日,沖縄県知事免許(5)第3671号,当社ホームページはこちら,駐車場/あり 01台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5447
5448,(有)糸数商事,沖縄県那覇市牧志 3-4-14 2Ｆ,098-863-3001,09:00〜18:00,土・日・祝祭日,沖縄県知事免許(11)第1308号,当社ホームページはこちら,駐車場/なし,1,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5448
5449,(有)セントラルハウジング,沖縄県沖縄市中央 2-17-2,098-939-5121,月ー金 09:00〜12:00月―金 13:00〜17:30,土日祝日,沖縄県知事免許(4)第4110号,当社ホームページはこちら,駐車場/あり,1,0,0,0,0,9,1,0,https://www.e-uchina.net/fudosan_kaisha/5449
5450,タマキホーム(株),沖縄県那覇市壺川 1-12-8,098-831-9285,10:00〜17:00,水曜日（年末年始は12/31～1/3までが休業となります）,国土交通大臣(2)第009601号,当社ホームページはこちら,駐車場/あり 5台,2,2,0,0,1,0,5,0,https://www.e-uchina.net/fudosan_kaisha/5450
5452,グランツ,沖縄県浦添市前田 2-7-6,098-873-0008,10:00〜17:00,土・日・祝日,沖縄県知事免許(4)第3951号,当社ホームページはこちら,駐車場/あり,0,0,0,1,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5452
5455,(有)日信産業,沖縄県浦添市港川 2-30-1,098-878-0268,09:30〜17:30,土日祝祭日,沖縄県知事免許(9)第1882号,当社ホームページはこちら,近隣にお客様専用駐車場有り。ごは来店の際、お問合せください。駐車場/あり 4台,3,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5455
5456,株式会社琉球アクト,沖縄県那覇市若狭 2-4-10 アクティプレイス2F,098-860-2660,平日 09:00〜17:00,土曜・日曜・祝日・年末年始,沖縄県知事免許(4)第3640号,当社ホームページはこちら,営業時間（平日）9時〜17時　定休日：土曜日・日曜日・祝日・年末年始駐車場/なし,0,0,0,0,4,1,0,1,https://www.e-uchina.net/fudosan_kaisha/5456
5458,(有)トクミネ,沖縄県沖縄市海邦 1-16-18,098-934-2081,営業A 09:00〜18:00営業B,日・祝祭日,沖縄県知事免許(1)第3965号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5458
5459,(株)ファンスタイル,沖縄県那覇市泊 1-2-3,098-941-3718,10:00〜18:00,年末年始,沖縄県知事免許（5）第3512号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,0,0,8,0,https://www.e-uchina.net/fudosan_kaisha/5459
5460,ユナイテッドハウジング,沖縄県北谷町港 8-6 2階,098-926-1638,月ｰ土 09:00〜17:00,日曜日・祝祭日,沖縄県知事免許(3)第3962号,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,5,5,1,https://www.e-uchina.net/fudosan_kaisha/5460
5461,(株)サザンアイランドコンサル,沖縄県那覇市山下町 11-1 101,098-857-0931,09:00〜18:00 ・ご案内時間に関してはご相談ください。,無（※年末年始はお休み頂いております）,沖縄県知事免許(4)第3765号,当社ホームページはこちら,駐車場、店舗前2台、道向かい2台可能です。お気軽にお立ち寄りください。駐車場/あり 4台,5,0,0,0,4,1,6,0,https://www.e-uchina.net/fudosan_kaisha/5461
5465,(株)エン エンタープライズ,沖縄県那覇市天久 2-31-16 サンセットパレス新都心203号室,098-988-8880,10:00〜19:00,水曜日,沖縄県知事免許(4)第3982号古物商許可番号第971042200582号,当社ホームページはこちら,駐車場/あり,1,3,0,0,7,15,46,21,https://www.e-uchina.net/fudosan_kaisha/5465
5466,ジョイハウジング,沖縄県北谷町浜川 117-24 CONA GARDEN 2F,070-9342-8455,月〜金 09:00〜17:00,土曜日、日曜日、年末年始,沖縄県知事免許(4)第3923号,当社ホームページはこちら,駐車場/あり 4台,0,0,0,0,1,3,3,2,https://www.e-uchina.net/fudosan_kaisha/5466
5468,（有）丸豊商事,沖縄県浦添市伊祖 4-15-2,098-877-3456,月～金 09:00〜18:00土 09:00〜17:00,日・祝祭日・年末年始（12/31～1/3）,沖縄県知事免許(3)第4342号,当社ホームページはこちら,駐車場/あり 3台,3,0,0,0,2,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5468
5469,ハート不動産,沖縄県浦添市伊祖 4-18-2 コーポ桂102,098-873-1173,営業A 09:00〜18:00営業B,日・祝祭日,沖縄県知事免許(6)第3063号,当社ホームページはこちら,駐車場/なし,0,0,0,0,3,0,0,2,https://www.e-uchina.net/fudosan_kaisha/5469
5473,(有)スマイル住宅,沖縄県沖縄市南桃原 4-31-33,098-930-2213,月～土曜日 09:00〜18:00,日曜日,沖縄県知事免許(7)第2906号,当社ホームページはこちら,駐車場/あり 14台,4,0,2,4,19,5,0,8,https://www.e-uchina.net/fudosan_kaisha/5473
5475,株式会社 JUN企画,沖縄県名護市為又 864-5,0980-53-5310,08:30〜18:00,日曜日,沖縄県知事免許(4)第3856号,当社ホームページはこちら,駐車場/あり 10台,0,0,0,0,2,0,0,1,https://www.e-uchina.net/fudosan_kaisha/5475
5476,クリアス不動開発(株) 売買部,沖縄県宜野湾市真志喜 2-6-16 1-Ｂ,098-979-9387,09:00〜18:00,土･日･祝祭日･年末年始,沖縄県知事免許(4)第3978号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5476
5482,(株)T・K企画,沖縄県那覇市辻 1-2-17 西武コーポIII 1階,080-6487-1054,10:00〜18:00,土日祝（暦通り）,沖縄県知事免許(4)第3952号,当社ホームページはこちら,来店をご希望の際は事前に御予約お願いいたします。物件ご案内は現地待ち合わせのみのご対応となりますのでご了承ください。駐車場/あり 1台,0,5,0,0,1,0,2,0,https://www.e-uchina.net/fudosan_kaisha/5482
5487,(株)ライフベース,沖縄県沖縄市泡瀬 2-3-7 102,098-963-5181,営業A 09:00〜18:00営業B,日曜日、祝日,沖縄県知事免許(４)第3997号,当社ホームページはこちら,駐車場/あり 1台,1,2,0,1,3,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5487
5488,(株)沖縄ネット不動産,沖縄県那覇市首里末吉町 1-154,098-995-6529,平日 09:00〜18:00土曜日 09:00〜17:00,日曜日・祝祭日,沖縄県知事免許(4)第3987号,当社ホームページはこちら,駐車場/なし,0,0,0,0,12,1,6,5,https://www.e-uchina.net/fudosan_kaisha/5488
5489,ｲｴｽﾃｰｼｮﾝ沖縄ナハ北店(有)ｻﾝｻﾝ沖縄,沖縄県那覇市古島 1-26-1 サンサンビル1階,098-938-3000,10:00〜18:00,水曜日定休（GW、お盆、年末年始休暇）,沖縄県知事免許(7)第3051号,当社ホームページはこちら,国道330号線を浦添から那覇向けに古島インターを左折、左手の一つ目のビル駐車場/あり 2台,0,0,0,0,8,6,7,3,https://www.e-uchina.net/fudosan_kaisha/5489
5491,(株)大川企画,沖縄県那覇市三原 2-16-23,098-854-9130,10:00〜17:00,土・日・祝祭日,沖縄県知事免許(3)第3942号,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5491
5493,(有)島不動産,沖縄県那覇市松川 3-17-1,098-886-8604,平日（月～金） 09:00〜18:00土曜日 09:00〜17:00,日・祝日,沖縄県知事免許(6)第3105号,当社ホームページはこちら,駐車場/なし,1,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5493
5494,湯川不動産,沖縄県那覇市首里汀良町 2-31,098-887-2631,09:00〜18:00,水曜日・日曜日・祝日,沖縄県知事免許(4)第3714号,当社ホームページはこちら,駐車場/あり 1台,0,1,0,0,5,0,0,2,https://www.e-uchina.net/fudosan_kaisha/5494
5503,(株)キュリオシティ,沖縄県那覇市松尾 1-10-24 ホークシティナハビル 1F,098-851-8840,09:00〜18:00,年中無休,沖縄県知事免許(3)第4012号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5503
5504,エコハウジング,沖縄県南風原町本部 145-4,098-851-3530,月ー金 09:00〜18:00,土・日・祝日,沖縄県知事免許(2)第4982号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5504
5505,うるま東不動産,沖縄県うるま市勝連平安名 1791-1,098-978-6189,09:00〜18:00,日曜・祝祭日,沖縄県知事免許(2)第4814号,当社ホームページはこちら,駐車場/あり,0,0,0,5,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5505
5508,エキスパート企画,沖縄県那覇市国場 720-5,098-996-1805,09:00〜18:00,日曜日・GW・年末年始,沖縄県知事免許(4)第3814号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,13,2,0,0,https://www.e-uchina.net/fudosan_kaisha/5508
5509,(有)ライト住宅,沖縄県うるま市江洲 2159-12,098-963-7740,09:00〜18:00,日曜日,沖縄県知事免許(8)第2621号,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5509
5511,(株)不動産ステーション沖縄,沖縄県那覇市安謝 2-6-20 スカイピア新都心2-A,098-988-1180,10:00〜18:00,第２・第４　日曜日　※２月・３月・４月は営業時間ＡＭ１０：００～ＰＭ１９：００　定休日なしになります,沖縄県知事免許(4)第4043号,当社ホームページはこちら,ご来店・ご内覧は予約制となります。事前のお問い合わせをお願い致します。駐車場/あり 4台,185,35,0,5,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5511
5516,(有)新時代住宅,沖縄県浦添市仲間 1-30-9,098-879-0130,09:00〜18:00,日祝祭日,沖縄県知事免許(4)第2806号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5516
5518,(有)大里住宅,沖縄県沖縄市高原 5-14-11,098-938-2628,月～金 09:00〜18:00土 09:00〜16:00,日・祝祭日,沖縄県知事免許(9)第2025号,当社ホームページはこちら,地域とともに成長できた不動産屋さんです♪お客様からのお問い合わせ心よりお待ちしております。駐車場/あり 4台,1,2,1,2,2,11,0,1,https://www.e-uchina.net/fudosan_kaisha/5518
5519,(株)大鵬パートナー,沖縄県沖縄市南桃原 2-20-16 2F,098-930-2727,月-金 09:00〜18:00,土・日・祝日・GW・年末年始,沖縄県知事免許（4）第3914号,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5519
5522,(同)嶋住宅,沖縄県那覇市与儀 2-2-10,098-853-0096,09:00〜19:00,日曜日・祝祭日,沖縄県知事免許(1)第3787号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5522
5524,(株)てぃーだカンカン不動産 宜野湾店,沖縄県宜野湾市野嵩 1-2-10,098-894-2544,月-金 10:00〜18:00土 10:00〜17:00,日・祝日・年末年始・GW,沖縄県知事免許(1)第5346号,当社ホームページはこちら,店舗の1階部分がお客様駐車場です。駐車場/あり 2台,0,0,0,0,6,9,1,0,https://www.e-uchina.net/fudosan_kaisha/5524
5526,(株)ガーデン,沖縄県那覇市銘苅 3-6-15 1階,098-988-6663,09:30〜18:00,不定休,沖縄県知事免許(4)第3991号,当社ホームページはこちら,駐車場/あり 6台,0,0,0,0,5,6,0,0,https://www.e-uchina.net/fudosan_kaisha/5526
5531,(有)大都商事,沖縄県浦添市牧港 2-43-12,098-873-0102,09:00〜18:00,日祝祭日,沖縄県知事免許(5)第2930号,当社ホームページはこちら,駐車場/あり,0,0,0,0,2,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5531
5532,(有)リアルエステート,沖縄県宜野湾市志真志 1-19-3 101,098-899-1188,月〜金 09:00〜17:00,日曜日、祝日、GW、お盆、年末年始,沖縄県知事免許(5)第3424号,当社ホームページはこちら,,0,0,1,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5532
5533,(株)シャイン不動SUN,沖縄県那覇市銘苅 1-15-30 アルヴィータ銘苅3F,098-941-1113,09:00〜18:00,水曜日、日曜日、祝祭日、GW、旧盆、年末年始,沖縄県知事免許(3)第4373号,当社ホームページはこちら,【定休日変更のお知らせ】■変更日時：2025年4月より■変更前：日曜・祝日■変更後：水曜・日曜・祝日※その他、ゴールデンウィーク等の連休がございます。※営業時間に変更はございません。ご迷惑をおかけいたしますが、何卒ご理解いただきます様、お願い申し上げます。駐車場/あり 2台,16,8,5,3,2,4,2,1,https://www.e-uchina.net/fudosan_kaisha/5533
5534,(株)プレジール,沖縄県那覇市金城 5-16-5 ステーション101 B-203,098-996-2929,月火木金 09:00〜17:00,水・土・日・祝　年末年始・GW・お盆,沖縄県知事免許(1)第5887号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,1,0,0,1,https://www.e-uchina.net/fudosan_kaisha/5534
5536,(有)プカラス,沖縄県宮古島市平良字下里 216-1 サザンハイツアグニⅢ105号室,0980-79-7071,09:30〜17:30,土日祝祭日,沖縄県知事免許(4)第3752号,当社ホームページはこちら,駐車場/あり 2台,5,1,0,0,3,2,0,1,https://www.e-uchina.net/fudosan_kaisha/5536
5538,(有)広拓,沖縄県那覇市長田 1-20-1 丸仲アパート103,098-855-7300,,日曜日,沖縄県知事免許(4)第3648号,当社ホームページはこちら,,0,0,0,0,3,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5538
5540,(有)青空住宅,沖縄県北中城村島袋 601-5,098-932-1501,10:00〜18:00,土日祝祭日,沖縄県知事免許(4)第3741号,当社ホームページはこちら,駐車場/あり,48,5,3,4,12,2,0,13,https://www.e-uchina.net/fudosan_kaisha/5540
5541,坂田住宅,沖縄県西原町棚原 856-3 杏ビル102号,098-945-1212,09:30〜18:00,日曜･祝祭日･お盆･年末年始･GW,沖縄県知事免許(11)第1170号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,5,1,0,0,https://www.e-uchina.net/fudosan_kaisha/5541
5543,不動産大地,沖縄県北中城村渡口 502,098-935-1255,営業A 09:00〜18:00営業B,なし,沖縄県知事免許(4)第4024号,当社ホームページはこちら,夜の案内も可能です(^^♪　お気軽にご連絡ください。駐車場/あり 3台,0,0,0,0,9,6,0,8,https://www.e-uchina.net/fudosan_kaisha/5543
5545,(株)松樹 読谷支店,沖縄県読谷村伊良皆 658-5,098-956-6600,09:00〜19:00,毎週日曜日・年末年始・GW・旧盆（ウークイ）,沖縄県知事免許(8)第2709号,当社ホームページはこちら,駐車場/あり,0,0,0,0,14,2,1,8,https://www.e-uchina.net/fudosan_kaisha/5545
5547,樹ハウジング,沖縄県西原町翁長 594 リッチプラザViVi1-D号室,098-955-2510,月-土 10:00〜18:00,日・祝,沖縄県知事免許(3)第4377号,当社ホームページはこちら,駐車場/あり 2台,1,1,0,0,0,1,0,2,https://www.e-uchina.net/fudosan_kaisha/5547
5548,タカラエステート,沖縄県那覇市大道 129-2,098-885-3545,09:00〜19:00,不定休,沖縄県知事免許(3)第4166号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,3,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5548
5549,ケイズホーム株式会社,沖縄県那覇市前島 1-2-1 コーポかかず1-A,098-955-1171,月-金 09:00〜18:00土 10:00〜17:00,第２、第４土曜日・日曜日・祝祭日・年末年始,沖縄県知事免許(3)第4389号,当社ホームページはこちら,駐車場/なし,2,0,0,1,2,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5549
5550,もとぶ不動産株式会社,沖縄県本部町谷茶 28-1,0980-47-5900,月曜日-金曜日 09:30〜18:00土曜日 10:00〜17:00,日曜日･祝日・お盆･年末年始･GW,沖縄県知事免許(3)第4478号,当社ホームページはこちら,事務所は　本部町　渡久地港沿い、フェリー乗り場100ｍの位置駐車場/あり 4台,1,0,0,0,14,5,0,0,https://www.e-uchina.net/fudosan_kaisha/5550
5551,(有)牧志不動産,沖縄県那覇市牧志 3-12-5,098-863-5251,09:00〜18:00,日曜・祝日,沖縄県知事免許(6)第2907号,当社ホームページはこちら,直通電話（時間外）090-1512-1599駐車場/なし,0,1,0,0,0,0,0,2,https://www.e-uchina.net/fudosan_kaisha/5551
5552,梨の木不動産,沖縄県宜野湾市大山 4-9-1 1F,098-943-1882,月ー土 09:00〜18:00,日曜日,沖縄県知事免許(3)第4393号,当社ホームページはこちら,店舗横駐車場/あり,0,0,0,0,3,8,1,3,https://www.e-uchina.net/fudosan_kaisha/5552
5554,南海観光 （不動産）,沖縄県奄美市名瀬入舟町 5-32,0997-53-3101,月～土曜日 09:00〜17:00,,鹿児島県知事免許（8）3135号,当社ホームページはこちら,駐車場/なし,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5554
5556,ワンフォアオール株式会社,沖縄県那覇市上之屋 1-1-11 1003,098-971-1400,09:00〜18:00 事前予約で休日/時間外の対応可能です,水曜日・祝日・年始年末(事前予約で休日/時間外の対応可能です),沖縄県知事免許(3)第4345号,当社ホームページはこちら,駐車スペースは1台のみの為、事前にご連絡頂けると助かります。駐車場/あり 1台,1,0,0,0,1,0,4,1,https://www.e-uchina.net/fudosan_kaisha/5556
5557,託創開発,沖縄県西原町小橋川 156-6 3階,098-945-2046,09:00〜18:00,日曜日,沖縄県知事免許(4)第3269号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5557
5559,(株)大京穴吹不動産沖縄賃貸営業課,沖縄県那覇市久茂地 2-8-1 JEI那覇ビル9F,0120-889-082,10:00〜18:30,第一、第三火曜日・毎週水曜日,国土交通大臣免許(8)第4139号,当社ホームページはこちら,来社の際は近隣のコインパーキングをご利用下さい。駐車場/なし,7,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5559
5560,(株)セレクトホームズ,沖縄県沖縄市美原 1-17-1 1-3,098-983-4115,平日 09:00〜18:00土曜日 09:00〜17:30,日曜日･祝日,沖縄県知事免許(3)第4530号,当社ホームページはこちら,感染症防止の為、下記の取り組みを行っております。●スタッフはこまめに手洗い・アルコール消毒を行っています。●来店される全てのお客様へ、手指の消毒のご協力をいただいております。●来店される全てのお客様へ、マスク着用のご協力をいただいております。●店舗内の窓を開け、空気を循環させる事等を徹底しています。駐車場/あり 3台,4,2,1,1,2,1,0,4,https://www.e-uchina.net/fudosan_kaisha/5560
5561,(株)りっち開発,沖縄県沖縄市園田 3-4-20,0120-760-616,月-土 09:00〜18:00,日曜日,沖縄県知事免許(３)第4408号,当社ホームページはこちら,駐車場/あり 20台,2,0,0,2,3,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5561
5565,(株)はなまるコーポレーション糸満店,沖縄県糸満市西崎 2-1-5,098-994-7775,09:00〜18:00,不定休,沖縄県知事免許(3)第4259号,当社ホームページはこちら,,118,1,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5565
5568,沖縄不動産フィールド株式会社,沖縄県那覇市辻 1-9-25 サンハイツ喜和 202,098-955-1234,平日 09:30〜17:30 ご来店・ご案内は完全予約制とさせていただきます。事前にお電話またはメールにてご予約ください。,土曜・日曜・祝祭日,沖縄県知事免許(3)第4411号,当社ホームページはこちら,当店裏手にございますのでスタッフまでお声かけ下さい。駐車場/あり,133,5,0,2,29,9,14,12,https://www.e-uchina.net/fudosan_kaisha/5568
5569,(株)エールプロデュース,沖縄県那覇市泊 1-11-9,098-996-4091,10:00〜19:00,毎週火曜・水曜,沖縄県知事免許(4)第4076号,当社ホームページはこちら,駐車場/あり,21,1,0,0,3,5,12,1,https://www.e-uchina.net/fudosan_kaisha/5569
5575,(有)てぃだホーム,沖縄県宜野湾市野嵩 1-36-6 サンライズマンション109号室,098-893-0300,月-土 09:00〜18:00,日曜日,沖縄県知事免許(8)第2147号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5575
5579,(有)コーポレーションひが,沖縄県沖縄市知花 1-26-16,098-938-5452,月-金 09:00〜17:30営業B,土曜日、日曜日、祝日,沖縄県知事免許(7)第3036号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,0,4,0,0,1,https://www.e-uchina.net/fudosan_kaisha/5579
5580,(有)中央住宅,沖縄県沖縄市園田 3-10-14,098-933-3888,09:00〜18:00,日・祝祭日,沖縄県知事免許(1)第3708号,当社ホームページはこちら,,0,0,0,0,2,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5580
5581,株式会社 Team琉球エステート,沖縄県西原町小橋川 88 丸雄マンションA-1,098-943-5439,09:30〜18:00,日曜日・祝祭日,沖縄県知事免許(1)第4396号,当社ホームページはこちら,,3,2,1,1,3,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5581
5582,(株)島袋商事,沖縄県那覇市安里 2-6-35,098-988-8126,平日 09:00〜17:00,土・日,沖縄県知事免許(3)第3480号,当社ホームページはこちら,担当直通（080-6498-8157）,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5582
5584,ジョイハウス 賃貸部,沖縄県宜野湾市志真志 4-15-6,098-898-1350,月ー土 09:00〜18:00日 09:00〜17:00,年末年始 お盆 GW,沖縄県知事免許(4)第4099号,当社ホームページはこちら,駐車場/あり,4,1,2,2,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5584
5585,わかてぃだ(株）,沖縄県北中城村美崎 11 MISAKI Sea Point202,098-923-2538,10:00〜19:00,水曜日　ウークイ　年末年始,沖縄県知事免許(3)第4417号,当社ホームページはこちら,メール　wakatida-housing@muse.ocn.ne.jp駐車場/あり 1台,0,0,0,0,0,1,1,1,https://www.e-uchina.net/fudosan_kaisha/5585
5586,パナソニック ホームズ株式会社　沖縄支社,沖縄県浦添市牧港 4-11-3 おきでん牧港ビル6階,0120-091-222,沖縄支社 10:00〜18:00分譲地 10:00〜17:00,火曜日・水曜日,国土交通大臣免許(15)第982号,当社ホームページはこちら,駐車場/あり 5台,0,0,0,0,4,1,0,0,https://www.e-uchina.net/fudosan_kaisha/5586
5587,(有)沖縄不動産サービスエイブルネットワーク那覇新都心店,沖縄県那覇市天久 2-1-1 TAKEHARAビル１階,098-866-8126,10:00〜18:00,毎週水曜日・年末年始,沖縄県知事免許(5)第3705号,当社ホームページはこちら,楽市りゅうぼうすぐ隣。駐車場/なし,19,3,0,4,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5587
5588,ティ・ マックス(株),沖縄県那覇市天久 2-22-29 2F,098-860-4340,月-土 10:00〜18:00,日曜・祝祭日（事前予約で対応可能です！）,沖縄県知事免許(3)第4418号,当社ホームページはこちら,那覇新都心の総合不動産業者です！不動産の買取・販売や売買・賃貸の仲介、賃貸の管理など沖縄の不動産のことなら当社にお任せください。居抜き物件の仲介・買取致します！本島全域、宮古島、石垣島などの離島の物件も取扱いがございます！物件を探していらっしゃる方、不動産売却を考えている方、管理会社を探している方など、ご相談のみでも承ります。当社スタッフが不動産のプロとして最善の提案をさせていただきます！駐車場/あり 5台,15,28,0,3,1,0,1,2,https://www.e-uchina.net/fudosan_kaisha/5588
5590,株式会社クロトン,沖縄県浦添市安波茶 1-53-13 豊福ビル２階,098-877-9610,月-金 10:00〜18:00,土・日・祝日,沖縄県知事免許(2)第4410号,当社ホームページはこちら,メール　croton@croton.jp,0,0,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5590
5592,ハッピーハウジング,沖縄県那覇市古島 1-20-1 102号室,098-988-3983,08:00〜20:00,年末年始,沖縄県知事免許(3)第4400号,当社ホームページはこちら,定休日も予約対応可能！！時間外電話対応しております！お気軽にお問合せ下さい(*^-^*)【0980-43-7566】駐車場/なし,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5592
5594,(株)宮永コーポレーション,沖縄県沖縄市知花 6-3-3,098-937-6767,月曜日-土曜日 10:00〜17:00,土曜日２時まで、日曜日,沖縄県知事免許(4)3947号,当社ホームページはこちら,弊社は、民間の住宅・アパート等、お客様の賃貸管理、外人住宅の賃貸管理並び設計業務とともに軍検の２０年検査を（株）宮永建築設計室にて格安で承っております。査定・ご相談無料です。お気軽にお申し付けください。※不在の場合がございますので、ご来店の際はお手数をおかけしますが、事前にお電話にてご予約等をお願い致します。駐車場/あり 3台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5594
5595,とくとくハウス,沖縄県糸満市潮平 630-3 1F,098-851-3291,10:00〜18:00,水曜日・日曜日,沖縄県知事免許(3)第4432号,当社ホームページはこちら,駐車場/あり 5台,7,0,1,2,11,3,0,1,https://www.e-uchina.net/fudosan_kaisha/5595
5596,リゾデザイン株式会社,沖縄県沖縄市登川 2671-1,098-921-0368,09:30〜18:00,火･水･祝・お盆・GW・年末年始,沖縄県知事免許(3)第4229号,当社ホームページはこちら,駐車場/なし,0,0,0,0,0,9,0,0,https://www.e-uchina.net/fudosan_kaisha/5596
